物件_カテゴリ,物件_物件名,物件_住所,物件_アクセス1,物件_アクセス2,物件_アクセス3,物件_築年数_年,物件_階数,物件_階,物件_家賃_万円,物件_管理費_万円,物件_敷金_万円,物件_礼金_万円,物件_間取,物件_面積_m2,物件_URL,物件_緯度,物件_経度,地区_住所,地区_区分,地区_グループ,地区_ブロック,地区_コード,公園_最寄り,公園_最寄り_距離_m,公園_最寄り_徒歩_分,公園_住所,公園_設備,公園_緯度,公園_経度,保育園_最寄り,保育園_最寄り_距離_m,保育園_最寄り_徒歩_分,保育園_分類,保育園_住所,保育園_URL,保育園_緯度,保育園_経度,幼稚園_最寄り,幼稚園_最寄り_距離_m,幼稚園_最寄り_徒歩_分,幼稚園_分類,幼稚園_住所,幼稚園_URL,幼稚園_緯度,幼稚園_経度,小学校_最寄り,小学校_最寄り_距離_m,小学校_最寄り_徒歩_分,小学校_生徒数_人,小学校_教員数_人,小学校_クラス数_単位生徒数,小学校_住所,小学校_アクセス,小学校_URL,小学校_緯度,小学校_経度,病院_最寄り,病院_最寄り_距離_m,病院_最寄り_徒歩_分,病院_住所,病院_科,病院_緯度,病院_経度,スーパー_最寄り,スーパー_最寄り_距離_m,スーパー_最寄り_徒歩_分,スーパー_住所,スーパー_緯度,スーパー_経度,コンビニ_最寄り,コンビニ_最寄り_距離_m,コンビニ_最寄り_徒歩_分,コンビニ_住所,コンビニ_経度,コンビニ_緯度
賃貸一戸建て,井辺Ｈ様貸戸建,和歌山県和歌山市井辺,わかやま電鉄貴志川線/日前宮駅 歩23分,和歌山バス/鳴神住宅前 歩10分,,29,2階建,-,6.2,0.0,0.0,0.0,4LDK,84.75,https://suumo.jp/chintai/jnc_000083373364/?bc=100333864422,34.2196624,135.2126455,和歌山県和歌山市井辺,岡崎地区,第5ブロック,南東部地域,6,岡崎中央児童遊園,220,1,和歌山県和歌山市井辺144,"和歌山市の住宅街の中にある公園です。夏限定で利用できる幼児用プールを備えた公園で、地域の親子連れの人気スポット。

また公園内の遊具も充実していて、大...",34.21780950000001,135.2115552,岡崎保育園,280,1,社会福祉法人,和歌山県和歌山市井辺１３４－２,https://www.gaccom.jp/nurseryschool-18663.html,34.21733390000001,135.2112741,日前幼稚園,1310,6,私立,和歌山県和歌山市秋月３６５番地,https://www.gaccom.jp/kindergarten-9854.html,34.2279394,135.202482,宮小学校,850,4,632,45,26学級/平均24.3人,和歌山市秋月４７５番地,日前宮駅から408m,https://www.gaccom.jp/schools-22487.html,34.2253004,135.2062416,中谷病院,700,3,和歌山県和歌山市鳴神123-1,放射線科神経内科泌尿器科脳神経外科内科リハビリテーション科外科整形外科婦人科呼吸器科消化器科循環器科,34.2259269,135.2113727,業務スーパー 神前店,1120,5,和歌山県和歌山市神前164-1,34.2166164,135.2010285,ローソン 和歌山神前東店,560,2,和歌山県和歌山市神前20-1,135.2080171,34.2162999
賃貸一戸建て,シアラ井辺VIIＤ号室,和歌山県和歌山市井辺,わかやま電鉄貴志川線/神前駅 歩19分,わかやま電鉄貴志川線/日前宮駅 歩24分,ＪＲ紀勢本線/宮前駅 歩36分,3,2階建,1-2階,8.1,0.0,0.0,0.0,3LDK,80.94,https://suumo.jp/chintai/jnc_000085299714/?bc=100341018499,34.2196624,135.2126455,和歌山県和歌山市井辺,岡崎地区,第5ブロック,南東部地域,6,岡崎中央児童遊園,220,1,和歌山県和歌山市井辺144,"和歌山市の住宅街の中にある公園です。夏限定で利用できる幼児用プールを備えた公園で、地域の親子連れの人気スポット。

また公園内の遊具も充実していて、大...",34.21780950000001,135.2115552,岡崎保育園,280,1,社会福祉法人,和歌山県和歌山市井辺１３４－２,https://www.gaccom.jp/nurseryschool-18663.html,34.21733390000001,135.2112741,日前幼稚園,1310,6,私立,和歌山県和歌山市秋月３６５番地,https://www.gaccom.jp/kindergarten-9854.html,34.2279394,135.202482,宮小学校,850,4,632,45,26学級/平均24.3人,和歌山市秋月４７５番地,日前宮駅から408m,https://www.gaccom.jp/schools-22487.html,34.2253004,135.2062416,中谷病院,700,3,和歌山県和歌山市鳴神123-1,放射線科神経内科泌尿器科脳神経外科内科リハビリテーション科外科整形外科婦人科呼吸器科消化器科循環器科,34.2259269,135.2113727,業務スーパー 神前店,1120,5,和歌山県和歌山市神前164-1,34.2166164,135.2010285,ローソン 和歌山神前東店,560,2,和歌山県和歌山市神前20-1,135.2080171,34.2162999
賃貸一戸建て,シアラ井辺VIIＤ号室,和歌山県和歌山市井辺,わかやま電鉄貴志川線/神前駅 歩19分,わかやま電鉄貴志川線/日前宮駅 歩24分,ＪＲ紀勢本線/宮前駅 歩36分,3,2階建,1-2階,8.1,0.0,0.0,0.0,3LDK,80.94,https://suumo.jp/chintai/jnc_000085299714/?bc=100341018499,34.2196624,135.2126455,和歌山県和歌山市井辺,岡崎地区,第5ブロック,南東部地域,6,岡崎中央児童遊園,220,1,和歌山県和歌山市井辺144,"和歌山市の住宅街の中にある公園です。夏限定で利用できる幼児用プールを備えた公園で、地域の親子連れの人気スポット。

また公園内の遊具も充実していて、大...",34.21780950000001,135.2115552,岡崎保育園,280,1,社会福祉法人,和歌山県和歌山市井辺１３４－２,https://www.gaccom.jp/nurseryschool-18663.html,34.21733390000001,135.2112741,日前幼稚園,1310,6,私立,和歌山県和歌山市秋月３６５番地,https://www.gaccom.jp/kindergarten-9854.html,34.2279394,135.202482,宮小学校,850,4,632,45,26学級/平均24.3人,和歌山市秋月４７５番地,日前宮駅から408m,https://www.gaccom.jp/schools-22487.html,34.2253004,135.2062416,中谷病院,700,3,和歌山県和歌山市鳴神123-1,放射線科神経内科泌尿器科脳神経外科内科リハビリテーション科外科整形外科婦人科呼吸器科消化器科循環器科,34.2259269,135.2113727,業務スーパー 神前店,1120,5,和歌山県和歌山市神前164-1,34.2166164,135.2010285,ローソン 和歌山神前東店,560,2,和歌山県和歌山市神前20-1,135.2080171,34.2162999
賃貸マンション,ＭＣさやか,和歌山県和歌山市鳴神,わかやま電鉄貴志川線/日前宮駅 歩17分,ＪＲ阪和線/和歌山駅 歩22分,ＪＲ紀勢本線/和歌山駅 バス15分 (バス停)秋月 歩10分,22,3階建,2階,7.5,0.5,0.0,7.5,4LDK,83.0,https://suumo.jp/chintai/jnc_000084696914/?bc=100289113432,34.2291428,135.2114745,和歌山県和歌山市鳴神,宮地区,第6ブロック,中心部地域,1,鳴神公園,0,0,和歌山県和歌山市鳴神951,和歌山市鳴神の住宅街にある公園。コンビネーション遊具やジャングルジム、スプリング遊具などの設置と大きな広場があり、幅広い層の人々が利用しています。夏期には...,34.2291428,135.2114745,鳴神保育所,520,2,市区町村,和歌山県和歌山市鳴神６９５,https://www.gaccom.jp/nurseryschool-18718.html,34.2338453,135.2112123,日前幼稚園,830,4,私立,和歌山県和歌山市秋月３６５番地,https://www.gaccom.jp/kindergarten-9854.html,34.2279394,135.202482,宮小学校,640,3,632,45,26学級/平均24.3人,和歌山市秋月４７５番地,日前宮駅から408m,https://www.gaccom.jp/schools-22487.html,34.2253004,135.2062416,宇都宮病院,340,1,和歌山県和歌山市鳴神505-4,内科麻酔科放射線科呼吸器科胃腸科循環器科肛門科,34.227172,135.2143656,ザ・ロウズ 鳴神店,270,1,和歌山県和歌山市鳴神1019,34.2294882,135.2085022,ローソン 和歌山鳴神店,0,0,和歌山県和歌山市鳴神字南垣内13-10,135.2114745,34.2291428
賃貸マンション,朝日プラザ鳴神,和歌山県和歌山市鳴神,わかやま電鉄貴志川線/日前宮駅 歩9分,ＪＲ阪和線/和歌山駅 バス10分 (バス停)鳴神住宅前 歩3分,わかやま電鉄貴志川線/神前駅 歩23分,33,8階建,7階,8.5,1.0,8.5,8.5,4LDK,81.85,https://suumo.jp/chintai/jnc_000064773946/?bc=100315666230,34.2291428,135.2114745,和歌山県和歌山市鳴神,宮地区,第6ブロック,中心部地域,1,鳴神公園,0,0,和歌山県和歌山市鳴神951,和歌山市鳴神の住宅街にある公園。コンビネーション遊具やジャングルジム、スプリング遊具などの設置と大きな広場があり、幅広い層の人々が利用しています。夏期には...,34.2291428,135.2114745,鳴神保育所,520,2,市区町村,和歌山県和歌山市鳴神６９５,https://www.gaccom.jp/nurseryschool-18718.html,34.2338453,135.2112123,日前幼稚園,830,4,私立,和歌山県和歌山市秋月３６５番地,https://www.gaccom.jp/kindergarten-9854.html,34.2279394,135.202482,宮小学校,640,3,632,45,26学級/平均24.3人,和歌山市秋月４７５番地,日前宮駅から408m,https://www.gaccom.jp/schools-22487.html,34.2253004,135.2062416,宇都宮病院,340,1,和歌山県和歌山市鳴神505-4,内科麻酔科放射線科呼吸器科胃腸科循環器科肛門科,34.227172,135.2143656,ザ・ロウズ 鳴神店,270,1,和歌山県和歌山市鳴神1019,34.2294882,135.2085022,ローソン 和歌山鳴神店,0,0,和歌山県和歌山市鳴神字南垣内13-10,135.2114745,34.2291428
賃貸マンション,小泉コーポII,和歌山県和歌山市鳴神,わかやま電鉄貴志川線/日前宮駅 歩14分,ＪＲ阪和線/和歌山駅 バス13分 (バス停)鳴神住宅前停 歩1分,わかやま電鉄貴志川線/田中口駅 歩26分,28,2階建,1-2階,7.5,0.0,7.5,15.0,3LDK,80.0,https://suumo.jp/chintai/jnc_000063629160/?bc=100322871598,34.2291428,135.2114745,和歌山県和歌山市鳴神,宮地区,第6ブロック,中心部地域,1,鳴神公園,0,0,和歌山県和歌山市鳴神951,和歌山市鳴神の住宅街にある公園。コンビネーション遊具やジャングルジム、スプリング遊具などの設置と大きな広場があり、幅広い層の人々が利用しています。夏期には...,34.2291428,135.2114745,鳴神保育所,520,2,市区町村,和歌山県和歌山市鳴神６９５,https://www.gaccom.jp/nurseryschool-18718.html,34.2338453,135.2112123,日前幼稚園,830,4,私立,和歌山県和歌山市秋月３６５番地,https://www.gaccom.jp/kindergarten-9854.html,34.2279394,135.202482,宮小学校,640,3,632,45,26学級/平均24.3人,和歌山市秋月４７５番地,日前宮駅から408m,https://www.gaccom.jp/schools-22487.html,34.2253004,135.2062416,宇都宮病院,340,1,和歌山県和歌山市鳴神505-4,内科麻酔科放射線科呼吸器科胃腸科循環器科肛門科,34.227172,135.2143656,ザ・ロウズ 鳴神店,270,1,和歌山県和歌山市鳴神1019,34.2294882,135.2085022,ローソン 和歌山鳴神店,0,0,和歌山県和歌山市鳴神字南垣内13-10,135.2114745,34.2291428
賃貸アパート,ディアコート,和歌山県和歌山市鳴神,ＪＲ阪和線/和歌山駅 歩30分,ＪＲ阪和線/紀伊中ノ島駅 歩30分,わかやま電鉄貴志川線/日前宮駅 歩21分,14,2階建,1-2階,9.8,0.0,9.8,19.6,3LDK,82.3,https://suumo.jp/chintai/jnc_000039500038/?bc=100346520721,34.2291428,135.2114745,和歌山県和歌山市鳴神,宮地区,第6ブロック,中心部地域,1,鳴神公園,0,0,和歌山県和歌山市鳴神951,和歌山市鳴神の住宅街にある公園。コンビネーション遊具やジャングルジム、スプリング遊具などの設置と大きな広場があり、幅広い層の人々が利用しています。夏期には...,34.2291428,135.2114745,鳴神保育所,520,2,市区町村,和歌山県和歌山市鳴神６９５,https://www.gaccom.jp/nurseryschool-18718.html,34.2338453,135.2112123,日前幼稚園,830,4,私立,和歌山県和歌山市秋月３６５番地,https://www.gaccom.jp/kindergarten-9854.html,34.2279394,135.202482,宮小学校,640,3,632,45,26学級/平均24.3人,和歌山市秋月４７５番地,日前宮駅から408m,https://www.gaccom.jp/schools-22487.html,34.2253004,135.2062416,宇都宮病院,340,1,和歌山県和歌山市鳴神505-4,内科麻酔科放射線科呼吸器科胃腸科循環器科肛門科,34.227172,135.2143656,ザ・ロウズ 鳴神店,270,1,和歌山県和歌山市鳴神1019,34.2294882,135.2085022,ローソン 和歌山鳴神店,0,0,和歌山県和歌山市鳴神字南垣内13-10,135.2114745,34.2291428
賃貸テラス・タウンハウス,パルメゾン協和,和歌山県和歌山市西庄,南海加太線/八幡前駅 歩7分,南海加太線/西ノ庄駅 歩10分,南海加太線/二里ケ浜駅 歩18分,38,2階建,1階,6.2,0.0,0.0,0.0,4DK,92.74,https://suumo.jp/chintai/jnc_000080194369/?bc=100347107227,34.2610602,135.1097054,和歌山県和歌山市西庄,木本地区,第1ブロック,北西部地域,2,河西公園水泳場,610,3,和歌山県和歌山市本脇80-6,河西公園の中にあるプールです。25mプールの他、水深の浅い幼児用のプールもあるので、小さい子どもと一緒でも安心して遊べますよ。幼児プールにはかわいいクジラ...,34.258501,135.1037721,西脇保育所,570,2,市区町村,和歌山県和歌山市西庄１０１６,https://www.gaccom.jp/nurseryschool-18692.html,34.257257,135.1054195,和歌山市立西脇幼稚園,520,2,公立,和歌山県和歌山市西庄１０１２,https://www.gaccom.jp/kindergarten-9789.html,34.25895089999999,135.1046301,西脇小学校,520,2,350,24,15学級/平均23.3人,和歌山市西庄１０１２,二里ヶ浜駅から65m,https://www.gaccom.jp/schools-22506.html,34.25895089999999,135.1046301,和歌山ろうさい病院,1220,6,和歌山県和歌山市木ノ本93-1,リハビリテーション科内科血液内科皮膚科麻酔科乳腺外科泌尿器科外科産婦人科呼吸器外科眼科放射線科小児科神経内科耳鼻咽喉科整形外科脳神経外科呼吸器科消化器科循環器科糖尿病科,34.2565763,135.1218116,松源 西庄店,0,0,和歌山県和歌山市西庄妙見409-1,34.2610602,135.1097054,ローソン 和歌山西庄店,0,0,和歌山県和歌山市西庄561,135.1097054,34.2610602
賃貸テラス・タウンハウス,パルメゾン協和,和歌山県和歌山市西庄,南海加太線/八幡前駅 歩7分,南海加太線/西ノ庄駅 歩10分,南海加太線/二里ケ浜駅 歩18分,38,2階建,1階,6.2,0.0,0.0,0.0,4DK,92.74,https://suumo.jp/chintai/jnc_000080194369/?bc=100347107227,34.2610602,135.1097054,和歌山県和歌山市西庄,木本地区,第1ブロック,北西部地域,2,河西公園水泳場,610,3,和歌山県和歌山市本脇80-6,河西公園の中にあるプールです。25mプールの他、水深の浅い幼児用のプールもあるので、小さい子どもと一緒でも安心して遊べますよ。幼児プールにはかわいいクジラ...,34.258501,135.1037721,西脇保育所,570,2,市区町村,和歌山県和歌山市西庄１０１６,https://www.gaccom.jp/nurseryschool-18692.html,34.257257,135.1054195,和歌山市立西脇幼稚園,520,2,公立,和歌山県和歌山市西庄１０１２,https://www.gaccom.jp/kindergarten-9789.html,34.25895089999999,135.1046301,西脇小学校,520,2,350,24,15学級/平均23.3人,和歌山市西庄１０１２,二里ヶ浜駅から65m,https://www.gaccom.jp/schools-22506.html,34.25895089999999,135.1046301,和歌山ろうさい病院,1220,6,和歌山県和歌山市木ノ本93-1,リハビリテーション科内科血液内科皮膚科麻酔科乳腺外科泌尿器科外科産婦人科呼吸器外科眼科放射線科小児科神経内科耳鼻咽喉科整形外科脳神経外科呼吸器科消化器科循環器科糖尿病科,34.2565763,135.1218116,松源 西庄店,0,0,和歌山県和歌山市西庄妙見409-1,34.2610602,135.1097054,ローソン 和歌山西庄店,0,0,和歌山県和歌山市西庄561,135.1097054,34.2610602
賃貸一戸建て,南海加太線 八幡前駅 2階建 築33年,和歌山県和歌山市西庄,南海加太線/八幡前駅 歩13分,南海加太線/西ノ庄駅 歩15分,,33,2階建,1階,6.5,0.0,6.5,6.5,4LDK,97.7,https://suumo.jp/chintai/jnc_000081480706/?bc=100347111527,34.2610602,135.1097054,和歌山県和歌山市西庄,木本地区,第1ブロック,北西部地域,2,河西公園水泳場,610,3,和歌山県和歌山市本脇80-6,河西公園の中にあるプールです。25mプールの他、水深の浅い幼児用のプールもあるので、小さい子どもと一緒でも安心して遊べますよ。幼児プールにはかわいいクジラ...,34.258501,135.1037721,西脇保育所,570,2,市区町村,和歌山県和歌山市西庄１０１６,https://www.gaccom.jp/nurseryschool-18692.html,34.257257,135.1054195,和歌山市立西脇幼稚園,520,2,公立,和歌山県和歌山市西庄１０１２,https://www.gaccom.jp/kindergarten-9789.html,34.25895089999999,135.1046301,西脇小学校,520,2,350,24,15学級/平均23.3人,和歌山市西庄１０１２,二里ヶ浜駅から65m,https://www.gaccom.jp/schools-22506.html,34.25895089999999,135.1046301,和歌山ろうさい病院,1220,6,和歌山県和歌山市木ノ本93-1,リハビリテーション科内科血液内科皮膚科麻酔科乳腺外科泌尿器科外科産婦人科呼吸器外科眼科放射線科小児科神経内科耳鼻咽喉科整形外科脳神経外科呼吸器科消化器科循環器科糖尿病科,34.2565763,135.1218116,松源 西庄店,0,0,和歌山県和歌山市西庄妙見409-1,34.2610602,135.1097054,ローソン 和歌山西庄店,0,0,和歌山県和歌山市西庄561,135.1097054,34.2610602
賃貸一戸建て,南海加太線 八幡前駅 2階建 築33年,和歌山県和歌山市西庄,南海加太線/八幡前駅 歩13分,南海加太線/西ノ庄駅 歩15分,,33,2階建,1階,6.5,0.0,6.5,6.5,4LDK,97.7,https://suumo.jp/chintai/jnc_000081480706/?bc=100347111527,34.2610602,135.1097054,和歌山県和歌山市西庄,木本地区,第1ブロック,北西部地域,2,河西公園水泳場,610,3,和歌山県和歌山市本脇80-6,河西公園の中にあるプールです。25mプールの他、水深の浅い幼児用のプールもあるので、小さい子どもと一緒でも安心して遊べますよ。幼児プールにはかわいいクジラ...,34.258501,135.1037721,西脇保育所,570,2,市区町村,和歌山県和歌山市西庄１０１６,https://www.gaccom.jp/nurseryschool-18692.html,34.257257,135.1054195,和歌山市立西脇幼稚園,520,2,公立,和歌山県和歌山市西庄１０１２,https://www.gaccom.jp/kindergarten-9789.html,34.25895089999999,135.1046301,西脇小学校,520,2,350,24,15学級/平均23.3人,和歌山市西庄１０１２,二里ヶ浜駅から65m,https://www.gaccom.jp/schools-22506.html,34.25895089999999,135.1046301,和歌山ろうさい病院,1220,6,和歌山県和歌山市木ノ本93-1,リハビリテーション科内科血液内科皮膚科麻酔科乳腺外科泌尿器科外科産婦人科呼吸器外科眼科放射線科小児科神経内科耳鼻咽喉科整形外科脳神経外科呼吸器科消化器科循環器科糖尿病科,34.2565763,135.1218116,松源 西庄店,0,0,和歌山県和歌山市西庄妙見409-1,34.2610602,135.1097054,ローソン 和歌山西庄店,0,0,和歌山県和歌山市西庄561,135.1097054,34.2610602
賃貸一戸建て,西庄２５９－１２戸建て,和歌山県和歌山市西庄,南海加太線/八幡前駅 歩13分,南海加太線/西ノ庄駅 歩15分,,33,2階建,1階,6.5,0.0,6.5,6.5,4LDK,97.7,https://suumo.jp/chintai/jnc_000083695172/?bc=100347106833,34.2610602,135.1097054,和歌山県和歌山市西庄,木本地区,第1ブロック,北西部地域,2,河西公園水泳場,610,3,和歌山県和歌山市本脇80-6,河西公園の中にあるプールです。25mプールの他、水深の浅い幼児用のプールもあるので、小さい子どもと一緒でも安心して遊べますよ。幼児プールにはかわいいクジラ...,34.258501,135.1037721,西脇保育所,570,2,市区町村,和歌山県和歌山市西庄１０１６,https://www.gaccom.jp/nurseryschool-18692.html,34.257257,135.1054195,和歌山市立西脇幼稚園,520,2,公立,和歌山県和歌山市西庄１０１２,https://www.gaccom.jp/kindergarten-9789.html,34.25895089999999,135.1046301,西脇小学校,520,2,350,24,15学級/平均23.3人,和歌山市西庄１０１２,二里ヶ浜駅から65m,https://www.gaccom.jp/schools-22506.html,34.25895089999999,135.1046301,和歌山ろうさい病院,1220,6,和歌山県和歌山市木ノ本93-1,リハビリテーション科内科血液内科皮膚科麻酔科乳腺外科泌尿器科外科産婦人科呼吸器外科眼科放射線科小児科神経内科耳鼻咽喉科整形外科脳神経外科呼吸器科消化器科循環器科糖尿病科,34.2565763,135.1218116,松源 西庄店,0,0,和歌山県和歌山市西庄妙見409-1,34.2610602,135.1097054,ローソン 和歌山西庄店,0,0,和歌山県和歌山市西庄561,135.1097054,34.2610602
賃貸一戸建て,西庄２５９－１２戸建て,和歌山県和歌山市西庄,南海加太線/八幡前駅 歩13分,南海加太線/西ノ庄駅 歩15分,,33,2階建,1階,6.5,0.0,6.5,6.5,4LDK,97.7,https://suumo.jp/chintai/jnc_000083695172/?bc=100347106833,34.2610602,135.1097054,和歌山県和歌山市西庄,木本地区,第1ブロック,北西部地域,2,河西公園水泳場,610,3,和歌山県和歌山市本脇80-6,河西公園の中にあるプールです。25mプールの他、水深の浅い幼児用のプールもあるので、小さい子どもと一緒でも安心して遊べますよ。幼児プールにはかわいいクジラ...,34.258501,135.1037721,西脇保育所,570,2,市区町村,和歌山県和歌山市西庄１０１６,https://www.gaccom.jp/nurseryschool-18692.html,34.257257,135.1054195,和歌山市立西脇幼稚園,520,2,公立,和歌山県和歌山市西庄１０１２,https://www.gaccom.jp/kindergarten-9789.html,34.25895089999999,135.1046301,西脇小学校,520,2,350,24,15学級/平均23.3人,和歌山市西庄１０１２,二里ヶ浜駅から65m,https://www.gaccom.jp/schools-22506.html,34.25895089999999,135.1046301,和歌山ろうさい病院,1220,6,和歌山県和歌山市木ノ本93-1,リハビリテーション科内科血液内科皮膚科麻酔科乳腺外科泌尿器科外科産婦人科呼吸器外科眼科放射線科小児科神経内科耳鼻咽喉科整形外科脳神経外科呼吸器科消化器科循環器科糖尿病科,34.2565763,135.1218116,松源 西庄店,0,0,和歌山県和歌山市西庄妙見409-1,34.2610602,135.1097054,ローソン 和歌山西庄店,0,0,和歌山県和歌山市西庄561,135.1097054,34.2610602
賃貸一戸建て,和歌山県和歌山市西庄　一戸建,和歌山県和歌山市西庄,南海加太線/西ノ庄駅 歩5分,南海加太線/二里ケ浜駅 歩7分,南海加太線/八幡前駅 歩19分,59,2階建,2階,3.8,0.0,0.0,0.0,8DK,89.45,https://suumo.jp/chintai/jnc_000073323369/?bc=100277469207,34.2610602,135.1097054,和歌山県和歌山市西庄,木本地区,第1ブロック,北西部地域,2,河西公園水泳場,610,3,和歌山県和歌山市本脇80-6,河西公園の中にあるプールです。25mプールの他、水深の浅い幼児用のプールもあるので、小さい子どもと一緒でも安心して遊べますよ。幼児プールにはかわいいクジラ...,34.258501,135.1037721,西脇保育所,570,2,市区町村,和歌山県和歌山市西庄１０１６,https://www.gaccom.jp/nurseryschool-18692.html,34.257257,135.1054195,和歌山市立西脇幼稚園,520,2,公立,和歌山県和歌山市西庄１０１２,https://www.gaccom.jp/kindergarten-9789.html,34.25895089999999,135.1046301,西脇小学校,520,2,350,24,15学級/平均23.3人,和歌山市西庄１０１２,二里ヶ浜駅から65m,https://www.gaccom.jp/schools-22506.html,34.25895089999999,135.1046301,和歌山ろうさい病院,1220,6,和歌山県和歌山市木ノ本93-1,リハビリテーション科内科血液内科皮膚科麻酔科乳腺外科泌尿器科外科産婦人科呼吸器外科眼科放射線科小児科神経内科耳鼻咽喉科整形外科脳神経外科呼吸器科消化器科循環器科糖尿病科,34.2565763,135.1218116,松源 西庄店,0,0,和歌山県和歌山市西庄妙見409-1,34.2610602,135.1097054,ローソン 和歌山西庄店,0,0,和歌山県和歌山市西庄561,135.1097054,34.2610602
賃貸一戸建て,和歌山県和歌山市西庄　一戸建,和歌山県和歌山市西庄,南海加太線/西ノ庄駅 歩5分,南海加太線/二里ケ浜駅 歩7分,南海加太線/八幡前駅 歩19分,59,2階建,2階,3.8,0.0,0.0,0.0,8DK,89.45,https://suumo.jp/chintai/jnc_000073323369/?bc=100277469207,34.2610602,135.1097054,和歌山県和歌山市西庄,木本地区,第1ブロック,北西部地域,2,河西公園水泳場,610,3,和歌山県和歌山市本脇80-6,河西公園の中にあるプールです。25mプールの他、水深の浅い幼児用のプールもあるので、小さい子どもと一緒でも安心して遊べますよ。幼児プールにはかわいいクジラ...,34.258501,135.1037721,西脇保育所,570,2,市区町村,和歌山県和歌山市西庄１０１６,https://www.gaccom.jp/nurseryschool-18692.html,34.257257,135.1054195,和歌山市立西脇幼稚園,520,2,公立,和歌山県和歌山市西庄１０１２,https://www.gaccom.jp/kindergarten-9789.html,34.25895089999999,135.1046301,西脇小学校,520,2,350,24,15学級/平均23.3人,和歌山市西庄１０１２,二里ヶ浜駅から65m,https://www.gaccom.jp/schools-22506.html,34.25895089999999,135.1046301,和歌山ろうさい病院,1220,6,和歌山県和歌山市木ノ本93-1,リハビリテーション科内科血液内科皮膚科麻酔科乳腺外科泌尿器科外科産婦人科呼吸器外科眼科放射線科小児科神経内科耳鼻咽喉科整形外科脳神経外科呼吸器科消化器科循環器科糖尿病科,34.2565763,135.1218116,松源 西庄店,0,0,和歌山県和歌山市西庄妙見409-1,34.2610602,135.1097054,ローソン 和歌山西庄店,0,0,和歌山県和歌山市西庄561,135.1097054,34.2610602
賃貸一戸建て,和歌山県和歌山市西庄　一戸建,和歌山県和歌山市西庄,南海加太線/西ノ庄駅 歩5分,南海加太線/二里ケ浜駅 歩7分,南海加太線/八幡前駅 歩19分,59,2階建,-,3.8,0.0,0.0,0.0,8DK,89.45,https://suumo.jp/chintai/jnc_000073433374/?bc=100255957895,34.2610602,135.1097054,和歌山県和歌山市西庄,木本地区,第1ブロック,北西部地域,2,河西公園水泳場,610,3,和歌山県和歌山市本脇80-6,河西公園の中にあるプールです。25mプールの他、水深の浅い幼児用のプールもあるので、小さい子どもと一緒でも安心して遊べますよ。幼児プールにはかわいいクジラ...,34.258501,135.1037721,西脇保育所,570,2,市区町村,和歌山県和歌山市西庄１０１６,https://www.gaccom.jp/nurseryschool-18692.html,34.257257,135.1054195,和歌山市立西脇幼稚園,520,2,公立,和歌山県和歌山市西庄１０１２,https://www.gaccom.jp/kindergarten-9789.html,34.25895089999999,135.1046301,西脇小学校,520,2,350,24,15学級/平均23.3人,和歌山市西庄１０１２,二里ヶ浜駅から65m,https://www.gaccom.jp/schools-22506.html,34.25895089999999,135.1046301,和歌山ろうさい病院,1220,6,和歌山県和歌山市木ノ本93-1,リハビリテーション科内科血液内科皮膚科麻酔科乳腺外科泌尿器科外科産婦人科呼吸器外科眼科放射線科小児科神経内科耳鼻咽喉科整形外科脳神経外科呼吸器科消化器科循環器科糖尿病科,34.2565763,135.1218116,松源 西庄店,0,0,和歌山県和歌山市西庄妙見409-1,34.2610602,135.1097054,ローソン 和歌山西庄店,0,0,和歌山県和歌山市西庄561,135.1097054,34.2610602
賃貸一戸建て,和歌山県和歌山市西庄　一戸建,和歌山県和歌山市西庄,南海加太線/西ノ庄駅 歩5分,南海加太線/二里ケ浜駅 歩7分,南海加太線/八幡前駅 歩19分,59,2階建,-,3.8,0.0,0.0,0.0,8DK,89.45,https://suumo.jp/chintai/jnc_000073433374/?bc=100255957895,34.2610602,135.1097054,和歌山県和歌山市西庄,木本地区,第1ブロック,北西部地域,2,河西公園水泳場,610,3,和歌山県和歌山市本脇80-6,河西公園の中にあるプールです。25mプールの他、水深の浅い幼児用のプールもあるので、小さい子どもと一緒でも安心して遊べますよ。幼児プールにはかわいいクジラ...,34.258501,135.1037721,西脇保育所,570,2,市区町村,和歌山県和歌山市西庄１０１６,https://www.gaccom.jp/nurseryschool-18692.html,34.257257,135.1054195,和歌山市立西脇幼稚園,520,2,公立,和歌山県和歌山市西庄１０１２,https://www.gaccom.jp/kindergarten-9789.html,34.25895089999999,135.1046301,西脇小学校,520,2,350,24,15学級/平均23.3人,和歌山市西庄１０１２,二里ヶ浜駅から65m,https://www.gaccom.jp/schools-22506.html,34.25895089999999,135.1046301,和歌山ろうさい病院,1220,6,和歌山県和歌山市木ノ本93-1,リハビリテーション科内科血液内科皮膚科麻酔科乳腺外科泌尿器科外科産婦人科呼吸器外科眼科放射線科小児科神経内科耳鼻咽喉科整形外科脳神経外科呼吸器科消化器科循環器科糖尿病科,34.2565763,135.1218116,松源 西庄店,0,0,和歌山県和歌山市西庄妙見409-1,34.2610602,135.1097054,ローソン 和歌山西庄店,0,0,和歌山県和歌山市西庄561,135.1097054,34.2610602
